,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
67,67,2023-03-08,,POR,W,115,93,114.3,92.4,100.6,.227,.557,.594,48.9,61.9,8.9,4.7,,.580,9.4,10.9,.148,,.433,13.8,87.0,.268
68,68,2023-03-11,@,ATL,W,134,125,131.4,122.6,102.0,.126,.442,.668,45.5,67.3,5.9,9.1,,.653,7.4,12.5,.105,,.550,8.5,72.9,.150
69,69,2023-03-13,@,HOU,L,109,111,115.6,117.7,94.3,.241,.483,.566,44.2,48.7,7.4,9.1,,.517,11.9,23.3,.218,,.506,8.9,65.1,.222
70,70,2023-03-15,@,MIN,W,104,102,108.1,106.1,96.2,.357,.476,.535,48.9,58.8,7.3,10.4,,.476,8.5,17.4,.286,,.512,12.2,81.8,.190
71,71,2023-03-17,@,POR,W,126,112,126.5,112.5,99.6,.402,.483,.615,58.4,70.7,12.0,4.9,,.557,13.5,38.3,.333,,.570,16.3,81.0,.278
72,72,2023-03-18,@,UTA,L,117,118,124.2,125.3,94.2,.182,.580,.616,41.7,71.4,2.1,3.6,,.602,5.9,11.4,.125,,.521,6.2,67.3,.175
73,73,2023-03-21,@,SAC,W,132,109,141.1,116.5,93.6,.250,.478,.646,50.6,67.3,9.6,8.1,,.630,4.7,25.6,.174,,.586,13.4,76.2,.173
74,74,2023-03-24,,IND,W,120,95,115.3,91.3,104.0,.204,.452,.592,52.7,63.6,10.6,10.3,,.570,12.1,19.1,.151,,.488,15.4,87.0,.155
75,75,2023-03-26,,SAS,W,137,93,127.1,86.3,107.8,.231,.484,.683,61.6,55.8,3.7,18.0,,.670,12.3,20.5,.165,,.412,8.7,94.5,.134
76,76,2023-03-28,@,WAS,L,111,130,107.4,125.8,103.3,.118,.473,.567,46.9,64.4,4.8,12.9,,.543,10.9,15.9,.108,,.611,7.9,83.8,.091
77,77,2023-03-30,@,MIL,W,140,99,140.2,99.1,99.9,.220,.473,.701,51.1,54.9,8.0,8.6,,.681,7.4,18.9,.176,,.446,10.9,72.7,.089
78,78,2023-03-31,,UTA,W,122,114,117.2,109.5,104.1,.229,.531,.577,44.7,64.3,7.7,6.0,,.526,9.4,20.4,.219,,.526,15.0,71.1,.135
79,79,2023-04-04,@,PHI,L,101,103,114.7,117.0,88.0,.176,.495,.515,53.8,73.7,4.5,8.2,,.500,7.5,29.5,.110,,.571,10.5,83.3,.179
80,80,2023-04-05,,TOR,W,97,93,101.2,97.0,95.9,.202,.427,.500,49.0,52.6,5.2,12.3,,.489,13.4,22.9,.112,,.444,10.1,74.0,.144
81,81,2023-04-07,,TOR,W,121,102,128.6,108.4,94.1,.259,.543,.670,60.2,82.2,4.3,11.3,,.648,17.4,36.1,.198,,.478,6.5,76.9,.140
82,82,2023-04-09,,ATL,W,120,114,124.8,118.6,96.1,.157,.607,.631,48.5,78.6,5.2,5.2,,.612,13.6,26.1,.124,,.510,7.9,68.6,.155
