,,,,,,,,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,G,Date,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
66,66,2022-03-09,,NYK,L,77,107,27,86,.314,6,44,.136,17,25,.680,12,37,11,3,4,8,24,,36,84,.429,9,34,.265,26,33,.788,14,55,20,3,3,10,25
67,67,2022-03-11,@,HOU,W,113,100,40,88,.455,11,36,.306,22,28,.786,12,47,20,6,8,13,21,,41,86,.477,6,30,.200,12,19,.632,5,39,29,9,3,11,23
68,68,2022-03-13,@,BOS,W,95,92,33,74,.446,15,37,.405,14,19,.737,4,42,20,7,5,17,16,,33,88,.375,9,37,.243,17,19,.895,11,45,16,8,3,11,12
69,69,2022-03-16,@,BRK,W,113,111,41,83,.494,12,34,.353,19,19,1.000,9,37,21,5,2,10,17,,45,91,.495,9,26,.346,12,15,.800,19,45,28,2,2,11,21
70,70,2022-03-18,@,PHI,L,101,111,37,80,.463,12,32,.375,15,21,.714,11,40,21,4,3,12,17,,37,75,.493,16,38,.421,21,23,.913,5,38,23,9,4,11,21
71,71,2022-03-19,@,CHO,L,108,129,39,89,.438,14,38,.368,16,20,.800,12,44,18,4,4,13,26,,44,88,.500,20,42,.476,21,27,.778,10,46,33,8,8,9,18
72,72,2022-03-21,,MIN,W,110,108,40,83,.482,14,46,.304,16,21,.762,7,47,27,5,3,11,21,,36,91,.396,13,36,.361,23,29,.793,15,50,21,9,3,9,18
73,73,2022-03-23,,HOU,W,110,91,42,86,.488,8,33,.242,18,22,.818,8,42,24,9,1,12,24,,33,82,.402,4,28,.143,21,28,.750,12,45,17,8,5,15,21
74,74,2022-03-25,@,MIN,L,95,116,35,90,.389,10,43,.233,15,19,.789,10,45,21,4,5,10,19,,43,84,.512,11,32,.344,19,24,.792,6,45,26,4,2,9,21
75,75,2022-03-27,,UTA,W,114,100,40,77,.519,17,34,.500,17,24,.708,10,45,21,3,2,8,13,,41,89,.461,12,34,.353,6,10,.600,7,36,23,5,1,6,20
76,76,2022-03-29,,LAL,W,128,110,45,87,.517,20,46,.435,18,23,.783,11,46,27,5,1,7,14,,40,89,.449,12,44,.273,18,22,.818,14,48,20,7,2,9,22
77,77,2022-03-30,@,CLE,W,120,112,46,88,.523,16,42,.381,12,15,.800,9,38,28,6,6,11,17,,42,83,.506,11,25,.440,17,22,.773,9,39,24,7,3,13,15
78,78,2022-04-01,@,WAS,L,103,135,34,78,.436,11,38,.289,24,26,.923,5,36,14,3,3,13,16,,49,90,.544,17,33,.515,20,22,.909,8,45,33,7,4,9,19
79,79,2022-04-03,@,MIL,W,118,112,39,76,.513,16,38,.421,24,27,.889,2,38,28,7,3,12,20,,42,95,.442,15,40,.375,13,18,.722,10,36,25,9,1,9,22
80,80,2022-04-06,@,DET,W,131,113,45,80,.563,15,33,.455,26,34,.765,8,41,28,8,1,10,24,,35,82,.427,11,30,.367,32,35,.914,11,42,26,7,5,10,21
81,81,2022-04-08,,POR,W,128,78,42,79,.532,20,45,.444,24,31,.774,9,51,25,9,5,14,19,,31,83,.373,7,32,.219,9,12,.750,5,29,20,9,2,16,23
82,82,2022-04-10,,SAS,W,130,120,46,85,.541,20,36,.556,18,23,.783,10,43,34,5,3,16,16,,43,89,.483,11,31,.355,23,23,1.000,7,35,26,15,3,8,17
